"aasta";"koht";"vastanuid";"lugu";"lugu_toodeldud";"artist";"track";"lugu_url";"lugu_url_2";"sonad";"keel"
"2013";18;186;"Lenna - Seal kus jäljed kaovad maast (186)";"Lenna - Seal kus jäljed kaovad maast";"Lenna";"Seal kus jäljed kaovad maast";"lenna-seal_kus_jaljed_kaovad_maast";"http://sasslantis.ee/lyrics-lenna-seal_kus_jaljed_kaovad_maast";"Kui on laastav janu,
kui on nälg, mis kisub koost,
kui on  kirel koorem peal,
kui on sisu kadund loost,
kui on luiged laulnud,
kui on sulgund viimne suu,
kui on raske kerge meel,
kui on parem hoopis muu,

Kõnnin mööda valget teed,
jäänud sammud viimaseks,
ootan seal, kas kuuled,
ootan seal, kas kuuled,
all on taevas, peal on maa,
iga lõpp on miskiks hea,
ootan seal, kas kuuled,
sind ootan, ootan, seal

Kui on kellad löönud,
kui on kinni pandud vood,
kui on rõske õhk su toas,
kui head ajad pole nad

Kõnnin mööda valget teed,
jäänud sammud viimaseks,
ootan seal, kas kuuled,
ootan seal, kas kuuled,
all on taevas, peal on maa,
iga lõpp on miskiks hea,
ootan seal, kas kuuled,
sind ootan, ootan, seal,

Seal, kus jäljed, seal,
seal, kus jäljed kaovad maast,
seal, kus jäljed, seal,
seal, kus jäljed kaovad maast,
seal, kus jäljed, seal,
seal, kus jäljed kaovad maast,
seal, kus jäljed, seal,
seal, kus jäljed kaovad maast

Kui on naerud naerdud,
kui on nutud nutetud,
kui on taevas vastu maad,
kui on mõtted mõttetud,

Kõnnin mööda valget teed,
jäänud sammud viimaseks,
ootan seal, kas kuuled,
ootan seal, kas kuuled,
all on taevas, peal on maa,
iga lõpp on miskiks hea,
ootan seal, kas kuuled,
sind ootan, ootan, seal

Seal, kus jäljed, seal,
seal, kus jäljed kaovad maast,
seal, kus jäljed, seal,
seal, kus jäljed kaovad maast,
seal, kus jäljed, seal,
seal, kus jäljed kaovad maast,
seal, kus jäljed, seal,
seal, kus jäljed kaovad maaaaaaaaast
            
            ";"eesti"
"2013";19;168;"Getter Jaani ja Maia Vahtramäe - Meelelahutajad (168)";"Getter Jaani ja Maia Vahtramäe - Meelelahutajad";"Getter Jaani ja Maia Vahtramäe";"Meelelahutajad";"getter_jaani_ja_maia_vahtramae-meelelahutajad";"http://sasslantis.ee/lyrics-getter_jaani_ja_maia_vahtramae-meelelahutajad";NA;NA
"2013";20;161;"Metsakutsu - Mustad südamed (161)";"Metsakutsu - Mustad südamed";"Metsakutsu";"Mustad südamed";"metsakutsu-mustad_sudamed";"http://sasslantis.ee/lyrics-metsakutsu-mustad_sudamed";"Istun siin üksi, ümber irvitavad seinad.
Kolm päeva olen telefoni eirand.
Lagi tuksub veidralt, veidralt, veidralt,
kilekott suus, ennast laua alla peidan.
Nad tapsid mu entusiasmi,
ja nüüd vabastan lasti.
Vaata põleb kastki.
Kustub, kui talle kustud peale.
Tead küll, millest jutt käib.
Enesetapu mõtted peas,
Kuidas teen, poon, söön, hüppan, veel ei tea.
Elus on nii palju head, ütleb lamp laua peal.
MIDAA laualamp üldse teab?
Elu on su oma kätes, ära maha pilla.
Oma elu killud lükkasin vaiba alla.
Ja ma ei karda, tallan need talda,
Kannatan ära ja otsast algab.
 
Refr:
Su süda on must, 
Ja tagurpidi, nagu potiäss on must,
Ja tagurpidi, nagu potiäss on must,
Ja tagurpidi, nagu potiässki.
Puhas süda on katki, niiet sul läks hästi,
On must ja tagurpidi, nagu potiäss on must,
Ja tagurpidi, nagu potiäss on must,
Ja tagurpidi, nagu potiässki,
Puhas süda on katki, niiet sul läks hästi.

Nüüd ja praegu joome ennast sassi,
hapukurk, viin, liivakast lasteplatsil,
Metsakutsu on anomaalseid alkaššid.
Peksan naisi Pelgulinna prašnik
Võta suhkruvatti, muidu saad pikki tatti.
Narkouimas loobin sind burgeriga keset Rimi platsi.
Rimimüüja on mu psüholoog,
talle räägin kõik lood, mis sülg suhu toob.
Alkomüügikeeluseadus oli väga tõhus,
kell 10 on meil järjekorras väga lõbus.
Kraavis vedeleb see eit, kellega mul oli date,
muidu piltilus neid, kaks tatoveeritud reit,
ühel kirjas: Mina olen.
teisel: Sinu parim leid.
Tema laipa siin Stroomi metsas keegi ei, ei.
(mitte keegi ei leidnud.) 
Tema laipa Stroomi metsas keegi ei, ei.

Refr:
Su süda on must, 
Ja tagurpidi, nagu potiäss on must,
Ja tagurpidi, nagu potiäss on must,
Ja tagurpidi, nagu potiässki.
Puhas süda on katki, niiet sul läks hästi,
On must ja tagurpidi, nagu potiäss on must,
Ja tagurpidi, nagu potiäss on must,
Ja tagurpidi, nagu potiässki,
Puhas süda on katki, niiet sul läks hästi.
            
            ";"eesti"
"2013";21;160;"Vallatud Vestid - Jõesäng (160)";"Vallatud Vestid - Jõesäng";"Vallatud Vestid";"Jõesäng";"vallatud_vestid-joesang";"http://sasslantis.ee/lyrics-vallatud_vestid-joesang";NA;NA
"2013";22;135;"Kõrsikud - Suuda öelda ei (135)";"Kõrsikud - Suuda öelda ei";"Kõrsikud";"Suuda öelda ei";"korsikud-suuda_oelda_ei";"http://sasslantis.ee/lyrics-korsikud-suuda_oelda_ei";"Üle mitme päeva…öö
tuled ikka mulle meelde
siis ma omi sõnu söön
põske hammustan ja keelde
(tule sööma)

sa ei suuda öelda ei

ise küll ei tulla saa
sinu meelde igal õhtul
la-le-lii ja la-li-laa
laulab huul mu valgel suul
su sees, sinu juures, südames

sinu südames ma elan
väikses päiksepoolses toas
leiad mind kui tahad
või kui juhus annab loa
endiseks ma jääma pean
sest nii vaid olla saan

suuda öelda ei
            
            ";"eesti"
"2013";23;130;"Suur Papa - Estonian business (130)";"Suur Papa - Estonian business";"Suur Papa";"Estonian business";"suur_papa-estonian_business";"http://sasslantis.ee/lyrics-suur_papa-estonian_business";"Estonian bisness faking Est Est bisness
Estonian bisness faking Est Est bisness
Estonian bisness faking Est Est bisness
Est Est bisness
Fak Fak Fak Fak Fak



Tead mul suures plaanis suurem maja, uuem Yaris
sõidan läbi kohtusaali Joosep Laiksoo tuuleklaasi
A mis saab siis Bedwetters vajab uut staari
Getter Jaani jääb vanaks ja Madis ei käi enam baaris


Anu Saagim meenutab täis peaga Mart Laari
Vaido imeb uues videos Parveti bemmi gardaani
ka naabri palk on väike kuigi ta kannab Armanit
seni kuni Tallinn keerab kinni ta vannitoa kraani

Pole potensiaali sexteipi rüperaalis
Võsa Petsi sõbrad vajavad põrmuks suuremat vaasi
ilma naljata sheerin Ansipiga naerugaasi
stripparid on šeffid kuni Marko endast pildi maalis


REF:
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
võid nii võid nii faking teha
võid nii võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
võid nii võid nii faking teha
võid nii võid nii faking teha


Kui Eesti Wiki lekib interneti skeptikute anonüümsus
on antiseptik intellekti ega Jürgen Veber pole anorektik
sellepärast lepingi talle teki Baruto pekist
tõuka staare trepist essa tessa kossa
bitch slapid libu, kes peale minu laivi
ümiseb nossat, Hermann Simmil sai vist toss otsa

Edgar on siiski ainus eesti-vene Pierce Brosnan
boss ostaks siberis on rikkad mehed puudega
maksab pika vända kinni Galojani huultega

istun munakotil purupurjus kuulan Otti
otsin youtuubis aegluubis Jana Kase lõualotti
hein mees näeb talenti aga palun tee tast pilti
kanna silti  - mul on rohkem pohhui kui KAPO mendil
iga faking sendi varastand on kohtukuludeks
sest jaanitule lõkke teen ma Heti Tulve kulmudest


REF:
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
võid nii võid nii faking teha
võid nii võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
võid nii võid nii faking teha
võid nii võid nii faking teha



Mitu kullast kuplit on meil ikka võlgu vaja
et saada sada vanamutti betoonist maja pühakluppi
Peeter Oja pani ära nüüd ta lakub nukki
pakun huupi Lilith otsib rikast vänta vastlakuklist

vaatan uudist kuidas Ženja proovib siidisussi
nõiun ussi lukustan end Lõhmusega ühte bussi
ja ta ei nussi kui ma hitti jälle siit ei saa
siis sõidan terve päeva ringi mul on roheline kaart
ja rohelises ruumis Grete roheline staar

sest Birgit pani staarisaate varem kinni Oh mai gaad
kus ta võtab seda kuulan maad ja biite
ja twiite saadan Ilvesele kes rokib Iphone viite

Aarne Niit sööb ikka kriite riik kohtleb mind kui zoofiili
ei vaidle vastu Voldemar Kolga koostab su proofiili
Toompeal elavad vampiirid pane kaela küüslauku 
maksumaksja kolib uuel aastal Pärnu maantee auku


REF:
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
võid nii võid nii faking teha
võid nii võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
A kes see sulle ütles, et sa võid nii faking teha
võid nii võid nii faking teha
võid nii võid nii faking teha


Estonian bisness faking Est Est bisness
Estonian bisness faking Est Est bisness
Estonian bisness faking Est Est bisness
Est Est bisness
Fak Fak Fak Fak Fak
            
            ";"eesti"
"2013";24;97;"Zetod - Viiäs väkke (97)";"Zetod - Viiäs väkke";"Zetod";"Viiäs väkke";"zetod-viias_vakke";"http://sasslantis.ee/lyrics-zetod-viias_vakke";NA;NA
"2013";25;96;"Põhja-Tallinn - Meil on aega veel (96)";"Põhja-Tallinn - Meil on aega veel";"Põhja-Tallinn";"Meil on aega veel";"pohja-tallinn-meil_on_aega_veel";"http://sasslantis.ee/lyrics-pohja-tallinn-meil_on_aega_veel";NA;NA
"2013";26;95;"Elephants From Neptune - Blue lightning (95)";"Elephants From Neptune - Blue lightning";"Elephants From Neptune";"Blue lightning";"elephants_from_neptune-blue_lightning";"http://sasslantis.ee/lyrics-elephants_from_neptune-blue_lightning";NA;NA
"2013";27;94;"Smilers - Unistajad (94)";"Smilers - Unistajad";"Smilers";"Unistajad";"smilers-unistajad";"http://sasslantis.ee/lyrics-smilers-unistajad";"üks tavaline eesti mees
on esmaspäeval silmad vees
tal tuhat asja ajada
saaks ükskord mööda nädala

jah inimesi sarnaseid
on ümberringi tuhandeid
minu peas käib aga hoopis teine film
ma ei sega sind ju sellega et mul on oma maailm

MA TEAN ET MEIL KÕIGIL OLEKS VAJA
OMA TÄHTE JA AEGA ET ARMASTADA
LASTA LAHTI JA OLLA VABA
ÜLE KOERA PEAB SAAMA JA KOERASABA
GAAS PÕHJA JA SEKUNDIGA SADA
MEID EI SUUDA KEEGI PARANDADA
TULEB SUURELT UNISTADA
KORRUTADA KÕIKE KAHEGA

üks ülishikilt riides daam
istub terassil silmad maas
midagi pole teda ootamas ees
päev vaikselt tiksub õhtusse

jah inimesi sarnaseid
on ümberringi tuhandeid
minu peas käib aga hoopis teine film
ma ei sega sind ju sellega et mul on oma maailm
            
            ";"eesti"
"2013";28;92;"Hellad Velled - London (92)";"Hellad Velled - London";"Hellad Velled";"London";"hellad_velled-london";"http://sasslantis.ee/lyrics-hellad_velled-london";NA;NA
"2013";29;90;"Nimmerschmidt - Sandra (90)";"Nimmerschmidt - Sandra";"Nimmerschmidt";"Sandra";"nimmerschmidt-sandra";"http://sasslantis.ee/lyrics-nimmerschmidt-sandra";NA;NA
"2013";30;89;"Curly Strings - Maailm heliseb (89)";"Curly Strings - Maailm heliseb";"Curly Strings";"Maailm heliseb";"curly_strings-maailm_heliseb";"http://sasslantis.ee/lyrics-curly_strings-maailm_heliseb";"Ei ole aega oota
Vaikuse varju loota
Plaanides minna hooga
Rändama laululooga
Üle mäe ja aasa lalalalalala
Tulge laulge kaasa Lalalaaaa

Kogu maailm heliseb laulu käes
Kogu imeilus maailm laulab lahti oma väe
Kogu maailm heliseb laulu käes
Kogu imeilus maailm laulab lahti oma väe
Üle mäe ja aasa lalalalalala
Tulge laulge kaasa lalalalala

Hingede poolest noori hõikame killavoori
Kõik võivad tulla teele, huilgame  rõõmsaks meeled
Üle mäe ja aasa lalalala
Tulge laulge kaasa lalalala

Jaa, kogu maailm heliseb laulu käes
Kogu imeilus maailm laulab lahti oma väe
Kogu maailm heliseb laulu käes
Üle mäe ja aasa lalalalalal
Tulge laulge kaasa lalala
            
            ";"eesti"
"2013";31;88;"Metsakutsu - 11 (88)";"Metsakutsu - 11";"Metsakutsu";"11";"metsakutsu-11";"http://sasslantis.ee/lyrics-metsakutsu-11";NA;NA
"2013";32;86;"Iiris - Tigerhead (86)";"Iiris - Tigerhead";"Iiris";"Tigerhead";"iiris-tigerhead";"http://sasslantis.ee/lyrics-iiris-tigerhead";NA;NA
"2013";33;83;"Vaiko Eplik - Mõtetes mõrudais (83)";"Vaiko Eplik - Mõtetes mõrudais";"Vaiko Eplik";"Mõtetes mõrudais";"vaiko_eplik-motetes_morudais";"http://sasslantis.ee/lyrics-vaiko_eplik-motetes_morudais";NA;NA
"2013";34;82;"Smilers & Genka - Armastan luuserit (82)";"Smilers & Genka - Armastan luuserit";"Smilers & Genka";"Armastan luuserit";"smilers_genka-armastan_luuserit";"http://sasslantis.ee/lyrics-smilers_genka-armastan_luuserit";NA;NA
"2013";35;77;"Metsakutsu - Valed on valed (77)";"Metsakutsu - Valed on valed";"Metsakutsu";"Valed on valed";"metsakutsu-valed_on_valed";"http://sasslantis.ee/lyrics-metsakutsu-valed_on_valed";"üks olen mina, teine - ka mina// 
segamini nagu tubakas ja kivi// 
kardan võõrast meest vannitoa seinal// 
nii-et ukse lukustan ja jätan leiba// 
tööpäeva õhtul, ekslen linnas// 
Mustamäe korteris paljad rinnad// 
kust pealt tõmmati kokaiin ninna// 
youtube'ist mängis Rihanna// 
kõik saab korda, kõik-kõik saab korda// 
laulsid surnud lapsed Norras// 
metsakutsu, minu Tallinn// 
see elu? minu valik// 
alkohol, peale kork, alla kaks kommi// 
inetu, aga nii elu ongi// 
rentslist madalam, armsamast kõrgem// 
elan elu, mida kõigile võlgnen// 
tuhmunud nägu ja säravad riided// 
vaba lind väljast, a hing sees piinleb// 
elu on kerge// süda on raske// 
minge kõik perse// must lahti laske//

valed on valed
 
olin üli kiire mees// 
aga jutud nüüd käivad must ees// 
kõik halb, mis levib mu kohta - on tõsi// 
ja ära küsi..// 
aga näen, et ka sinu elu pole lihtne// 
pead täitma kõikide BMW'de istmed// 
teise pärast jäid sinna paika// 
sekspesus foto ka ei aita// 
nüüd ripsmed vees, keerad kõik vittu// 
vihkad mind, a nutad pihku// 
ja tolmuks puhu see triip// 
sest kuhugi paremasse see sind ei vii// 
tean vihkad kaotust ja armastad võite// 
a õnneks tean, et neelad kõike// 
südamemurdja ja katkine süda// 
taevas tehtud paar kui rahu ja sõda// 
kinnitad endale ja nii siiralt// 
et ruumi vaja sirutada need tiivad// 
aga milleks üldse ennast piinad// 
lenda, kuhu murtud tiib viib jah//
            
            ";"eesti"
"2013";36;76;"Liis Lemsalu - Rohkem värve (76)";"Liis Lemsalu - Rohkem värve";"Liis Lemsalu";"Rohkem värve";"liis_lemsalu-rohkem_varve";"http://sasslantis.ee/lyrics-liis_lemsalu-rohkem_varve";NA;NA
"2013";37;75;"Renate - Kuues meel (75)";"Renate - Kuues meel";"Renate";"Kuues meel";"renate-kuues_meel";"http://sasslantis.ee/lyrics-renate-kuues_meel";"On öö me ees nii pikk
ja tundub igavik
mul oodata sind siin.
Ning taevas paitab maad,
nii tunda tahaks ka,
kui sina minuga.
On valgus minu sees,
ta näitab mulle teed,
et leida võiks ma veel.

Kui saadad taeva poole mind,
ma püüan päiksekilde siin,
su puudutus mul selgeks teeb,
et kõik on võimalik me teel.

Tule, tule minuga sa nüüd,
tule kutsun sind ja ootan siin.
Koos me kahekesi maailmas.
Lenda minuni ja püüa teelt
taevatükke, kokku pane need.
Kuid kus oled? Otsima pean veel.

Mu kuues meel su leiab taas,
Mu kuues meel, mul ütleb kus sa.

On valgeks saand nüüd maa,
kuid oodata ei saa.
Ma näha tahan taas.

Kui saadad taeva poole mind,
ma püüan päiksekilde siin,
su puudutus mul selgeks teeb,
et kõik on võimalik me teel.

Tule, tule minuga sa nüüd,
tule kutsun sind ja ootan siin.
Koos me kahekesi maailmas.
Lenda minuni ja püüa teelt
taevatükke, kokku pane need.
Kuid kus oled? Otsima pean veel.

Mu kuues meel su leiab taas,
Mu kuues meel, mul ütleb kus sa.

Mu kuues meel su leiab taas,
Mu kuues meel, mul ütleb kus sa.

Tule, tule minuga sa nüüd,
tule kutsun sind ja ootan siin.
Koos me kahekesi maailmas.
Lenda minuni ja püüa teelt
taevatükke, kokku pane need.
Kuid kus oled? Otsima pean veel.

Mu kuues meel su leiab taas,
Mu kuues meel, mul ütleb kus sa.
Mu kuues meel su leiab taas,
Mu kuues meel, mul ütleb kus sa...
            
            ";"eesti"
"2013";38;72;"Ott Lepland - Maagiline maa (72)";"Ott Lepland - Maagiline maa";"Ott Lepland";"Maagiline maa";"ott_lepland-maagiline_maa";"http://sasslantis.ee/lyrics-ott_lepland-maagiline_maa";"Veel nii väikse lapsena
sätid ennast sa kuulama
muinaslugusid ja neist
neid imelisi teid otsima.
Jäta meelde, see on algus,
sul veel tuleb leida valgus
maagiline maa....
maagilne maa....

Kui nii tavaline kõik
ning aru sa ei saa,
kuhu jäi
kunagine võluaed.
See lapsepõlve aeg
kaotsi läind.

Püüa veel, ehk tuleb meelde,
ilmub jällegi sinu teele
maagiline maa....
maagiline maa...

Kas ta kusagil alles on veel,
ehk on sügaval su südames?

Oma hinges ja mõtetes
otsima pead
ja ehk seal
ta ootab ees
maagiline maa...
maagiline maa..
            
            ";"eesti"
"2013";39;71;"HVNS feat. Gerttu Kaunismaa - Tere hommikust (71)";"HVNS feat. Gerttu Kaunismaa - Tere hommikust";"HVNS feat. Gerttu Kaunismaa";"Tere hommikust";"hvns_feat_gerttu_kaunismaa-tere_hommikust";"http://sasslantis.ee/lyrics-hvns_feat_gerttu_kaunismaa-tere_hommikust";NA;NA
"2013";40;71;"Ott Lepland - Kuula (71)";"Ott Lepland - Kuula";"Ott Lepland";"Kuula";"ott_lepland-kuula";"http://sasslantis.ee/lyrics-ott_lepland-kuula";"Kuula, mis räägib silmapiir,
kuula, kui kaugele ta viib, 
kuula, mis tuulel öelda veel,
kuula.. nüüd.

Vaata, kui pimedus on teel,
oota, neis valgus püsib veel,
kuula, kuis hingab sinu maa,
kuula.. nüüd.

Kuula, mis vaikusesse jäi,
kuula, neid lihtsaid hetki vaid,
sa kuula, ka südamel on hääl.

Kuula, sa vikerkaare häält,
vaata, ja sa peagi näed,
kuula, see elamise laul,
kuula.. vaid.

Kuula, mis vaikusesse jäi,
kuula, neid lihtsaid hetki vaid,
sa kuula, ka südamel on hääl.

Varjudesse tee on mööda läind,
ma vaatan ja otsin ikka veel,
on vaikusel see võim - heliseda 
sind ma ootan siin, kus poolel teel,
sa kuula, hüüdmas on mu hääl.

Kuula, mis vaikusesse jäi,
kuula, neid lihtsaid hetki vaid,
sa kuula,mu südamel on hääl.

Kuula, mis räägib silmapiir,
kuula, kui kaugele ta viib,
kuula, mis tuulel öelda veel,
kuula.. nüüd..
            
            ";"eesti"
"2014";1;702;"Curly Strings - Kauges külas (702)";"Curly Strings - Kauges külas";"Curly Strings";"Kauges külas";"curly_strings-kauges_kulas";"http://sasslantis.ee/lyrics-curly_strings-kauges_kulas";"Kauges külas, vanaema juures,
elasin kord, kogu suve.
Vanaema ja mu armas vanaisa,
aga noorel neiul, neist ei piisa.

Jooksen randa, koduküla randa, 
et saada pruuniks, teiseks juuniks.
Võtan kaasa, reketid ja maki, kuid
Rannas on vaid üks võrku paikav papi.

Siin kauges külas, teisi näinud pole veel.
Tühi rand ja nõmmeliivatee.

Siin ei ole, pangaautomaati, 
on vaid naati, palju naati.
Pole noori, pole ühtki poodi.
Miski pole, linna moodi

Jooksen randa, koduküla randa,
et saada pruuniks, teiseks juuniks.
Siis on pidu, teise küla pidu
Seal on noored, teised noored

Siin kauges külas, teisi näinud pole veel
Tühi rand ja nõmmeliivatee.

Korraks vaatan, seljataha veel
Tühi rand ja nõmmeliivatee (2x)
            
            ";"eesti"
"2014";2;683;"Traffic - Für Elise (683)";"Traffic - Für Elise";"Traffic";"Für Elise";"traffic-fur_elise";"http://sasslantis.ee/lyrics-traffic-fur_elise";"Üks maja laguneb üksilduses,
vanad aknad ja uks on vildakas ees.
Laual päevikust rebitud read,
pimedamat ööd pole näinud eal.
Tagatoas närtsind lillega vaas,
lahti nööbitud kleit on voodi ees maas.
Tüdruk teki all liikumatu,
loodab saada päästetud.
Kui need seinad suudaks rääkida
nad pajataks nii mõnegi loo.

Elise hääl ,
kõlab ainult mu mõtetes.
Nii iga päev,
aina loodan, et rutates.
Kaunid sõnad suult,
minuni võiks tuul,
tuua hommikul.
Ja siis vastuse,
saadan üle vee,
oma armsale,
Elisele.

Peeglis virvendab möödunud aeg,
polnud muresid ja kui puudus vaev.
Kaunid hetked, mis sidusid meid,
kui ehted tuhmund, sest keegi ei kanna neid.
Kapiuksed on hingedelt maas,
seisab kell, vaid tuhk on kaminas.
Läbi öö kostab huntide hääl
ja siis kõik nii vaikseks jääb.

Elise hääl,
kõlab ainult mu mõtetes.
Nii iga päev,
aina loodan, et rutates.
Kaunid sõnad suult,
minuni võiks tuul,
tuua hommikul.
Ja siis vastuse,
saadan üle vee,
oma armsale,
Elisele.

Elise hääl ,
kõlab ainult mu mõtetes.
Nii iga päev,
aina loodan, et rutates.
Kaunid sõnad suult,
minuni võiks tuul,
tuua hommikul.
Ja siis vastuse,
saadan üle vee,
oma armsale,
Elisele.
            
            ";"eesti"
"2014";3;490;"Karl-Erik Taukar - Vastapandamatu (490)";"Karl-Erik Taukar - Vastapandamatu";"Karl-Erik Taukar";"Vastapandamatu";"karl-erik_taukar-vastapandamatu";"http://sasslantis.ee/lyrics-karl-erik_taukar-vastapandamatu";NA;NA
"2014";4;448;"Epp Kõiv - Linn on minu(Demie remix) (448)";"Epp Kõiv - Linn on minu(Demie remix)";"Epp Kõiv";"Linn on minu(Demie remix)";"epp_koiv-linn_on_minu(demie_remix)";"http://sasslantis.ee/lyrics-epp_koiv-linn_on_minu(demie_remix)";NA;NA
"2014";5;378;"Getter Jaani ja Koit Toome - Rannamaja   (378)";"Getter Jaani ja Koit Toome - Rannamaja";"Getter Jaani ja Koit Toome";"Rannamaja";"getter_jaani_ja_koit_toome-rannamaja";"http://sasslantis.ee/lyrics-getter_jaani_ja_koit_toome-rannamaja";NA;NA
"2014";6;354;"Põhja-Tallinn - Me saame hakkama (354)";"Põhja-Tallinn - Me saame hakkama";"Põhja-Tallinn";"Me saame hakkama";"pohja-tallinn-me_saame_hakkama";"http://sasslantis.ee/lyrics-pohja-tallinn-me_saame_hakkama";"Vali kas olla vari või olla parim
võtad kõik nüüd ette või oled nali.
üks kõigi ja kõik ühe eest kehtib 
kui sära su silmis vaid end pole ehtind.
kas siis kui teid oleme tuldud kiirelt 
Nüüd annan siin viimse ja liigutan piire 
pilk kõrgel kui jalutada veel miile 
rasvaste tähtedega võid olla kindel
usu vaid end oled siin oled parim
mitte muidu lai vend, aga siin on su lagi
on üks eesmärk, mis ühendab meid. 
minna mööda pikemaid ja lühemaid teid
üks ei salli ja teine ükskõikne
nii see jääb sa ise tead mis õige 
miks on me peas küll nii nii palju väärtusi 
sa saad hakkama mäletad ma rääkisin.

REF:
Nii palju on antud ka maha on kantud kõik meil on alles ju ees. 
Maailm meid saadab Per aspera ad astra, koos saame hakkama me, 
Me ei muretse me saame hakkama,
miski ei sunni meid loobuma.
Elu põleb meis veel saame hakkama,
aina edasi vooluga. 
Me ei muretse me saame hakkama,
kõigest mööduvast loobud sa.
Meee saame hakkama,
saame hakkame,
saame hakkama,
saame hakkama. 

Peab seadma sihte, et täita tühje pihke
kui näed asju lihtsalt, siis ongi kõik lihtne. 
alustame nullist ja mõnest üksikust sendist 
alustame liisingust ja korteri rendist 
arendame endas jõudu ja kogemust
kasvatame endas loovust ja olemust.
iga päev pole must ega ka valge 
motiveerime end ka kui kõik on algne
ükskõik palju on elu  jõudnud kanda 
ükskõik mis sul anda on tuleb endast anda
ei ole võimatuid asju nii et mida ei saa  
kõik on sinu teha, kui sa midagi tahad 
kõik ei saa meeldida kuid tuleb seedida
sest reeglina tuleb meeli treenida. 
austust teenida ennem kui end premeerida
ei saa olla probleeme, et tegeleda probleemidega. 


REF:
Nii palju on antud ka maha on kantud kõik meil on alles ju ees. 
Maailm meid saadab Per aspera ad astra, koos saame hakkama me, 
Me ei muretse me saame hakkama,
miski ei sunni meid loobuma.
            
            ";"eesti"
"2014";7;327;"Ott Lepland - Jäädagi nii (327)";"Ott Lepland - Jäädagi nii";"Ott Lepland";"Jäädagi nii";"ott_lepland-jaadagi_nii";"http://sasslantis.ee/lyrics-ott_lepland-jaadagi_nii";"On jälle käes,
see öö millest päikest taas näeb.
See imede aeg,
mis viivuks mind mööduvalt läeb.
Ma sammud nüüd sean, 
sinna kus jälle õhtust saab päev.
Sa seda ju tead, 
ma loodan, et aeg seisma jääb. 
Ainult siin, minu jaoks, veel üks hetk võiks vaid mööduda nii, 
et ma näen kuidas õnn võib ka pöörduda siin meie jaoks.

Refr: :,: Iga päev nüüd vaid näen, kuis päike kustutab öö, 
see on hetk mis võiks jäädagi nii. 
Ta just kui imede väel, sind jälle särama lööb, 
seda tunda võin nüüd alati, jääb kõik nii. 
Alati, jääb kõik nii. :,:

Su silmist ma loen 
ja pilgust sul naeratust näen. 
Sinna peitu ma poen 
ja loodan et aeg seisma jääb. 
Ainult siis, minu jaoks, 
veel üks hetk võiks vaid mööduda nii, 
et ma näen, kuidas õnn võib ka pöörduda siin meie jaoks.

Iga päev nüüd vaid näen, kuis päike kustutab öö, 
see on hetk mis võiks jäädagi nii. 
Ta just kui imede väel, sind jälle särama lööb, 
seda tunda võin nüüd alati, jääb kõik nii. 
Alati, jääb kõik nii.

Refr: :,: Iga päev nüüd vaid näen, kuis päike kustutab öö, 
see on hetk mis võiks jäädagi nii. 
Ta just kui imede väel, sind jälle särama lööb, 
seda tunda võin nüüd alati. :,:
            
            ";"eesti"
