word_texts,lemmas,postag_descriptions,sonad
Ei,ei,määrsõna,Lase lõdva
miski,miski,asesõna,Lase lõdva
suuda,suutma,tegusõna,Lase lõdva
sind,sina,asesõna,Lase lõdva
päästa,päästma,tegusõna,Lase lõdva
mu,mina,asesõna,Lase lõdva
käest,käsi,nimisõna,Lase lõdva
.,.,lausemärk,Lase lõdva
Sa,sina,asesõna,Lase lõdva
veel,veel,määrsõna,Lase lõdva
küsid,küsima,tegusõna,Lase lõdva
",",",",lausemärk,Lase lõdva
kas,kas,määrsõna,Lase lõdva
teeb,tegema,tegusõna,Lase lõdva
haiget,haige,nimisõna,Lase lõdva
see,see,asesõna,Lase lõdva
?,?,lausemärk,Lase lõdva
Siis,siis,määrsõna,Lase lõdva
on,olema,tegusõna,Lase lõdva
hilja,hilja,määrsõna,Lase lõdva
",",",",lausemärk,Lase lõdva
kui,kui,,Lase lõdva
ma,mina,asesõna,Lase lõdva
plahvatan,plahvatama,tegusõna,Lase lõdva
kui,kui,,Lase lõdva
leek,leek,nimisõna,Lase lõdva
.,.,lausemärk,Lase lõdva
2x,2x,lühend,Lase lõdva
Ajee,Ajee,pärisnimi,Lase lõdva
",",",",lausemärk,Lase lõdva
Siis,siis,sidesõna,Lase lõdva
ma,mina,asesõna,Lase lõdva
tulen,tulema,tegusõna,Lase lõdva
",",",",lausemärk,Lase lõdva
kui,kui,,Lase lõdva
saabub,saabuma,tegusõna,Lase lõdva
öö,öö,nimisõna,Lase lõdva
.,.,lausemärk,Lase lõdva
Ja,ja,sidesõna,Lase lõdva
su,sina,asesõna,Lase lõdva
silmad,silm,nimisõna,Lase lõdva
sulen,sulgema,tegusõna,Lase lõdva
",",",",lausemärk,Lase lõdva
miks,miks,määrsõna,Lase lõdva
siis,siis,sidesõna,Lase lõdva
kartma,kartma,tegusõna,Lase lõdva
lööd,lööma,tegusõna,Lase lõdva
?,?,lausemärk,Lase lõdva
Kas,kas,määrsõna,Lase lõdva
unenäos,unenägu,nimisõna,Lase lõdva
pole,olema,tegusõna,Lase lõdva
kohta,kohta,kaassõna,Lase lõdva
kellelgi,keegi,asesõna,Lase lõdva
teisel,teine,,Lase lõdva
?,?,lausemärk,Lase lõdva
Või,või,sidesõna,Lase lõdva
ei,ei,tegusõna,Lase lõdva
ole,olema,tegusõna,Lase lõdva
mina,mina,nimisõna,Lase lõdva
su,sina,asesõna,Lase lõdva
jaoks,jaoks,kaassõna,Lase lõdva
liialt,liialt,määrsõna,Lase lõdva
beibe,beib,nimisõna,Lase lõdva
?,?,lausemärk,Lase lõdva
Ära,ära,tegusõna,Lase lõdva
minuga,mina,asesõna,Lase lõdva
mängi,mängima,tegusõna,Lase lõdva
",",",",lausemärk,Lase lõdva
ise,ise,asesõna,Lase lõdva
otsuseid,otsus,nimisõna,Lase lõdva
teen,tegema,tegusõna,Lase lõdva
!,!,lausemärk,Lase lõdva
Iga,iga,asesõna,Lase lõdva
teine,teine,,Lase lõdva
mees,mees,nimisõna,Lase lõdva
pole,olema,tegusõna,Lase lõdva
minu,mina,asesõna,Lase lõdva
jaoks,jaoks,kaassõna,Lase lõdva
see,see,asesõna,Lase lõdva
mees,mees,nimisõna,Lase lõdva
.,.,lausemärk,Lase lõdva
Kes,kes,asesõna,Lase lõdva
oma,oma,asesõna,Lase lõdva
arglike,arglik,omadussõna algvõrre,Lase lõdva
mõtteid,mõte,nimisõna,Lase lõdva
ei,ei,tegusõna,Lase lõdva
suuda,suutma,tegusõna,Lase lõdva
varjata,varjama,tegusõna,Lase lõdva
nüüd,nüüd,määrsõna,Lase lõdva
",",",",lausemärk,Lase lõdva
ise,ise,asesõna,Lase lõdva
ära,ära,määrsõna,Lase lõdva
need,see,asesõna,Lase lõdva
pühin,pühkima,tegusõna,Lase lõdva
nagu,nagu,,Lase lõdva
dünamiit,dünamiit,nimisõna,Lase lõdva
!,!,lausemärk,Lase lõdva
2x,2x,lühend,Lase lõdva
ref,ref,nimisõna,Lase lõdva
.,.,lausemärk,Lase lõdva
Nüüd,nüüd,määrsõna,Lase lõdva
jäta,jätma,tegusõna,Lase lõdva
paanika,paanika,nimisõna,Lase lõdva
",",",",lausemärk,Lase lõdva
unusta,unustama,tegusõna,Lase lõdva
appi,abi,nimisõna,Lase lõdva
hüüd,hüüd,nimisõna,Lase lõdva
Parem,parem,määrsõna,Lase lõdva
kuula,kuulama,tegusõna,Lase lõdva
mida,mis,asesõna,Lase lõdva
ütleb,ütlema,tegusõna,Lase lõdva
Sulle,sina,asesõna,Lase lõdva
mu,mina,asesõna,Lase lõdva
etüül,etüül,nimisõna,Lase lõdva
Sa,sina,asesõna,Lase lõdva
ei,ei,tegusõna,Lase lõdva
suuda,suutma,tegusõna,Lase lõdva
magada,magama,tegusõna,Lase lõdva
",",",",lausemärk,Lase lõdva
ei,ei,tegusõna,Lase lõdva
süüa,sööma,tegusõna,Lase lõdva
",",",",lausemärk,Lase lõdva
ei,ei,tegusõna,Lase lõdva
teha,tegema,tegusõna,Lase lõdva
tööd,töö,nimisõna,Lase lõdva
Kardad,Karda|Kardad,pärisnimi,Lase lõdva
uinuda,uinuma,tegusõna,Lase lõdva
",",",",lausemärk,Lase lõdva
kui,kui,,Lase lõdva
kell,kell,nimisõna,Lase lõdva
näitab,näitama,tegusõna,Lase lõdva
ööd,öö,nimisõna,Lase lõdva
Ma,mina,asesõna,Lase lõdva
olen,olema,tegusõna,Lase lõdva
see,see,asesõna,Lase lõdva
mille,mis,asesõna,Lase lõdva
eest,eest,kaassõna,Lase lõdva
võid,võima,tegusõna,Lase lõdva
Sa,sina,asesõna,Lase lõdva
surra,surema,tegusõna,Lase lõdva
Kuid,kuid,sidesõna,Lase lõdva
ainuüksi,ainuüksi,määrsõna,Lase lõdva
see,see,asesõna,Lase lõdva
mõte,mõte,nimisõna,Lase lõdva
Sind,sina,asesõna,Lase lõdva
juba,juba,määrsõna,Lase lõdva
murrab,murdma,tegusõna,Lase lõdva
!,!,lausemärk,Lase lõdva
Kas,kas,määrsõna,Lase lõdva
ma,mina,asesõna,Lase lõdva
pole,olema,tegusõna,Lase lõdva
nii,nii,määrsõna,Lase lõdva
tõene,tõene,omadussõna algvõrre,Lase lõdva
",",",",lausemärk,Lase lõdva
et,et,sidesõna,Lase lõdva
mitte,mitte,määrsõna,Lase lõdva
uskuda,uskuma,tegusõna,Lase lõdva
?,?,lausemärk,Lase lõdva
Annad,anna,nimisõna,Lase lõdva
tundele,tunne,nimisõna,Lase lõdva
voli,voli,nimisõna,Lase lõdva
",",",",lausemärk,Lase lõdva
et,et,sidesõna,Lase lõdva
mu,mina,asesõna,Lase lõdva
sees,sees,kaassõna,Lase lõdva
end,ise,asesõna,Lase lõdva
tunda,tundma,tegusõna,Lase lõdva
!,!,lausemärk,Lase lõdva
Parem,parem,määrsõna,Lase lõdva
vaata,vaatama,tegusõna,Lase lõdva
ette,ette,määrsõna,Lase lõdva
kui,kui,,Lase lõdva
ma,mina,asesõna,Lase lõdva
plahvatan,plahvatama,tegusõna,Lase lõdva
",",",",lausemärk,Lase lõdva
sest,sest,sidesõna,Lase lõdva
ma,mina,asesõna,Lase lõdva
olen,olema,tegusõna,Lase lõdva
dünamiit,dünamiit,nimisõna,Lase lõdva
Yeaaaah,Yeaaaah,pärisnimi,Lase lõdva
!,!,lausemärk,Lase lõdva
Yeaaaah,Yeaaaah,pärisnimi,Lase lõdva
Yeaaaah,Yeaaaah,pärisnimi,Lase lõdva
...,...,lausemärk,Lase lõdva
Clikc,Clikc,pärisnimi,Lase lõdva
Ok,Ok,lühend,Lase lõdva
!,!,lausemärk,Lase lõdva
Yeaaaah,Yeaaaah,pärisnimi,Lase lõdva
!,!,lausemärk,Lase lõdva
7x,7x,lühend,Lase lõdva
ref,ref,nimisõna,Lase lõdva
.,.,lausemärk,Lase lõdva
Yeaaaah,Yeaaaah,pärisnimi,Lase lõdva
!,!,lausemärk,Lase lõdva
Ma,mina,asesõna,Ma tean et
tean,teadma,tegusõna,Ma tean et
et,et,sidesõna,Ma tean et
tuult,tuul,nimisõna,Ma tean et
ei,ei,tegusõna,Ma tean et
oska,oskama,tegusõna,Ma tean et
püüda,püüdma,tegusõna,Ma tean et
ma,mina,asesõna,Ma tean et
tean,teadma,tegusõna,Ma tean et
kuid,kuid,sidesõna,Ma tean et
maa,maa,nimisõna,Ma tean et
võin,võima,tegusõna,Ma tean et
muutuda,muutuma,tegusõna,Ma tean et
palju,palju,määrsõna,Ma tean et
võib,võima,tegusõna,Ma tean et
hing,hing,nimisõna,Ma tean et
su,sina,asesõna,Ma tean et
nime,nimi,nimisõna,Ma tean et
hüüda,hüüdma,tegusõna,Ma tean et
näib,näima,tegusõna,Ma tean et
tee,tee,nimisõna,Ma tean et
su,sina,asesõna,Ma tean et
juurde,juurde,kaassõna,Ma tean et
lõputa,lõpp,nimisõna,Ma tean et
.,.,lausemärk,Ma tean et
Käed,käsi,nimisõna,Ma tean et
taskus,tasku,nimisõna,Ma tean et
kõnnin,kõndima,tegusõna,Ma tean et
siin,siin,määrsõna,Ma tean et
kristallkülmas,kristallkülm,omadussõna algvõrre,Ma tean et
öös,öö,nimisõna,Ma tean et
ka,ka,määrsõna,Ma tean et
sina,sina,asesõna,Ma tean et
tead,teadma,tegusõna,Ma tean et
rändur,rändur,nimisõna,Ma tean et
ei,ei,tegusõna,Ma tean et
peatu,peatuma,tegusõna,Ma tean et
sest,sest,sidesõna,Ma tean et
ta,tema,asesõna,Ma tean et
minema,minema,tegusõna,Ma tean et
peab,pidama,tegusõna,Ma tean et
...,...,lausemärk,Ma tean et
Võib,võima,tegusõna,Ma tean et
imedesse,ime,nimisõna,Ma tean et
uskuda,uskuma,tegusõna,Ma tean et
su,sina,asesõna,Ma tean et
kõrval,kõrval,kaassõna,Ma tean et
kui,kui,,Ma tean et
kord,kord,määrsõna,Ma tean et
ärkan,ärkama,tegusõna,Ma tean et
ma,mina,asesõna,Ma tean et
samu,sama,asesõna,Ma tean et
tähti,täht,nimisõna,Ma tean et
näeme,nägema,tegusõna,Ma tean et
me,mina,asesõna,Ma tean et
sama,sama,asesõna,Ma tean et
õhku,õhk,nimisõna,Ma tean et
hingame,hingama,tegusõna,Ma tean et
väib,väib,nimisõna,Ma tean et
unelmasse,unelm,nimisõna,Ma tean et
uskuda,uskuma,tegusõna,Ma tean et
su,sina,asesõna,Ma tean et
kõrval,kõrval,kaassõna,Ma tean et
kui,kui,,Ma tean et
kord,kord,määrsõna,Ma tean et
ärkan,ärkama,tegusõna,Ma tean et
ma,mina,asesõna,Ma tean et
läbi,läbi,kaassõna,Ma tean et
tule,tuli,nimisõna,Ma tean et
läbi,läbi,kaassõna,Ma tean et
vee,vesi,nimisõna,Ma tean et
leian,leidma,tegusõna,Ma tean et
su,sina,asesõna,Ma tean et
juurde,juurde,kaassõna,Ma tean et
tee,tee,nimisõna,Ma tean et
.,.,lausemärk,Ma tean et
Kaob,kaduma,tegusõna,Ma tean et
öö,öö,nimisõna,Ma tean et
ja,ja,sidesõna,Ma tean et
jälje,jälg,nimisõna,Ma tean et
jätab,jätma,tegusõna,Ma tean et
maha,maha,määrsõna,Ma tean et
öö,öö,nimisõna,Ma tean et
kaob,kaduma,tegusõna,Ma tean et
koos,koos,kaassõna,Ma tean et
muinasjutuga,muinasjutt,nimisõna,Ma tean et
taas,taas,määrsõna,Ma tean et
läen,läen,nimisõna,Ma tean et
ja,ja,sidesõna,Ma tean et
kõik,kõik,asesõna,Ma tean et
jääb,jääma,tegusõna,Ma tean et
mu,mina,asesõna,Ma tean et
selja,selg,nimisõna,Ma tean et
taha,taha,kaassõna,Ma tean et
ma,mina,asesõna,Ma tean et
tean,teadma,tegusõna,Ma tean et
kuid,kuid,sidesõna,Ma tean et
ma,mina,asesõna,Ma tean et
võin,võima,tegusõna,Ma tean et
muutuda,muutuma,tegusõna,Ma tean et
Käed,käsi,nimisõna,Ma tean et
taskus,tasku,nimisõna,Ma tean et
...,...,lausemärk,Ma tean et
lase,laskma,tegusõna,Ma tean et
imel,ime,nimisõna,Ma tean et
sündida,sündima,tegusõna,Ma tean et
lase,laskma,tegusõna,Ma tean et
leida,leidma,tegusõna,Ma tean et
ennast,ise,asesõna,Ma tean et
üles,üles,määrsõna,Ma tean et
lase,laskma,tegusõna,Ma tean et
hingel,hing|hinge,nimisõna,Ma tean et
lennata,lendama,tegusõna,Ma tean et
lase,laskma,tegusõna,Ma tean et
imel,ime,nimisõna,Ma tean et
sündida,sündima,tegusõna,Ma tean et
las,las,määrsõna,Ma tean et
ma,mina,asesõna,Ma tean et
sulatan,sulatama,tegusõna,Ma tean et
su,sina,asesõna,Ma tean et
üles,üles,määrsõna,Ma tean et
lase,laskma,tegusõna,Ma tean et
hingel,hing|hinge,nimisõna,Ma tean et
rännata,rändama,tegusõna,Ma tean et
...,...,lausemärk,Ma tean et
Kes,kes,asesõna,Kes uskus 
uskus,uskuma,tegusõna,Kes uskus 
võõrasse,võõras,nimisõna,Kes uskus 
kes,kes,asesõna,Kes uskus 
tuli,tulema,tegusõna,Kes uskus 
läbi,läbi,kaassõna,Kes uskus 
öö,öö,nimisõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Kes,kes,asesõna,Kes uskus 
uskus,uskuma,tegusõna,Kes uskus 
põrgusse,põrgu,nimisõna,Kes uskus 
ja,ja,sidesõna,Kes uskus 
kaela,kael,nimisõna,Kes uskus 
pani,panema,tegusõna,Kes uskus 
vöö,vöö,nimisõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Kes,kes,asesõna,Kes uskus 
uskus,uskuma,tegusõna,Kes uskus 
armastusse,armastus,nimisõna,Kes uskus 
mida,mis,asesõna,Kes uskus 
osta,ostma,tegusõna,Kes uskus 
saab,saama,tegusõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Ma,mina,asesõna,Kes uskus 
jäin,jääma,tegusõna,Kes uskus 
imestades,imestama,tegusõna,Kes uskus 
selle,see,asesõna,Kes uskus 
üle,üle,kaassõna,Kes uskus 
mõtlema,mõtlema,tegusõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Kes,kes,asesõna,Kes uskus 
uskus,uskuma,tegusõna,Kes uskus 
jumalasse,jumal,nimisõna,Kes uskus 
sai,saama,tegusõna,Kes uskus 
petta,petma,tegusõna,Kes uskus 
pool,pool,põhiarvsõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Kes,kes,asesõna,Kes uskus 
õppida,õppima,tegusõna,Kes uskus 
ei,ei,tegusõna,Kes uskus 
jõudnud,jõudma|jõudnud,,Kes uskus 
seda,see,asesõna,Kes uskus 
õpetas,õpetama,tegusõna,Kes uskus 
elukool,elukool,nimisõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Kes,kes,asesõna,Kes uskus 
uskus,uskuma,tegusõna,Kes uskus 
vabadusse,vabadus,nimisõna,Kes uskus 
see,see,asesõna,Kes uskus 
vangi,vang,nimisõna,Kes uskus 
jäi,jääma,tegusõna,Kes uskus 
",",",",lausemärk,Kes uskus 
iialgi,iialgi,määrsõna,Kes uskus 
ei,ei,tegusõna,Kes uskus 
saa,saama,tegusõna,Kes uskus 
ta,tema,asesõna,Kes uskus 
käia,käima,tegusõna,Kes uskus 
enam,enam,määrsõna,Kes uskus 
püstipäi,püstipäi,määrsõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Tule,tulema,tegusõna,Kes uskus 
",",",",lausemärk,Kes uskus 
tule,tulema,tegusõna,Kes uskus 
ja,ja,sidesõna,Kes uskus 
vii,viima,tegusõna,Kes uskus 
mind,mina,asesõna,Kes uskus 
ära,ära,määrsõna,Kes uskus 
siit,siit,määrsõna,Kes uskus 
liiga,liiga,määrsõna,Kes uskus 
palju,palju,määrsõna,Kes uskus 
olen,olema,tegusõna,Kes uskus 
pikki,pikk,omadussõna algvõrre,Kes uskus 
päevi,päev,nimisõna,Kes uskus 
näinud,nägema|näima|näinud,,Kes uskus 
.,.,lausemärk,Kes uskus 
Tule,tulema,tegusõna,Kes uskus 
",",",",lausemärk,Kes uskus 
tule,tulema,tegusõna,Kes uskus 
ja,ja,sidesõna,Kes uskus 
vii,viima,tegusõna,Kes uskus 
mind,mina,asesõna,Kes uskus 
ära,ära,määrsõna,Kes uskus 
siit,siit,määrsõna,Kes uskus 
",",",",lausemärk,Kes uskus 
liiga,liiga,määrsõna,Kes uskus 
pika,pikk,omadussõna algvõrre,Kes uskus 
tee,tee,nimisõna,Kes uskus 
ma,mina,asesõna,Kes uskus 
olen,olema,tegusõna,Kes uskus 
maha,maha,määrsõna,Kes uskus 
käinud,käima|käinud,,Kes uskus 
.,.,lausemärk,Kes uskus 
Kes,kes,asesõna,Kes uskus 
sõprust,sõprus,nimisõna,Kes uskus 
usaldas,usaldama,tegusõna,Kes uskus 
sai,saama,tegusõna,Kes uskus 
selga,selg,nimisõna,Kes uskus 
noa,nuga,nimisõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Kes,kes,asesõna,Kes uskus 
teele,tee,nimisõna,Kes uskus 
minna,minema,tegusõna,Kes uskus 
tahtis,tahtma,tegusõna,Kes uskus 
sai,saama,tegusõna,Kes uskus 
selleks,see,asesõna,Kes uskus 
loa,luba|luga,nimisõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Kes,kes,asesõna,Kes uskus 
vajas,vajama,tegusõna,Kes uskus 
inimesi,inimene,nimisõna,Kes uskus 
jäi,jääma,tegusõna,Kes uskus 
üksinda,üksinda,määrsõna,Kes uskus 
",",",",lausemärk,Kes uskus 
ma,mina,asesõna,Kes uskus 
jäin,jääma,tegusõna,Kes uskus 
imestades,imestama,tegusõna,Kes uskus 
selle,see,asesõna,Kes uskus 
üle,üle,kaassõna,Kes uskus 
mõtlema,mõtlema,tegusõna,Kes uskus 
.,.,lausemärk,Kes uskus 
Hommik,hommik,nimisõna,Kes uskus 
saabub,saabuma,tegusõna,Kes uskus 
ja,ja,sidesõna,Kes uskus 
kõik,kõik,asesõna,Kes uskus 
on,olema,tegusõna,Kes uskus 
nii,nii,määrsõna,Kes uskus 
endine,endine,omadussõna algvõrre,Kes uskus 
...,...,lausemärk,Kes uskus 
Kuu,Kuu,pärisnimi,Kuu on täi
on,olema,tegusõna,Kuu on täi
täis,täis,määrsõna,Kuu on täi
iseennast,iseenese,asesõna,Kuu on täi
ja,ja,sidesõna,Kuu on täi
nii,nii,määrsõna,Kuu on täi
lõpmata,lõpmata,määrsõna,Kuu on täi
suur,suur,omadussõna algvõrre,Kuu on täi
õhk,õhk,nimisõna,Kuu on täi
on,olema,tegusõna,Kuu on täi
pehme,pehme,omadussõna algvõrre,Kuu on täi
kui,kui,,Kuu on täi
samet,samet,nimisõna,Kuu on täi
meid,mina,asesõna,Kuu on täi
vaikselt,vaikselt,määrsõna,Kuu on täi
puudutab,puudutama,tegusõna,Kuu on täi
tuul,tuul,nimisõna,Kuu on täi
pilved,pilv,nimisõna,Kuu on täi
sõuavad,sõudma,tegusõna,Kuu on täi
aeglaselt,aeglaselt,määrsõna,Kuu on täi
rivis,rivi,nimisõna,Kuu on täi
ja,ja,sidesõna,Kuu on täi
see,see,asesõna,Kuu on täi
kõik,kõik,asesõna,Kuu on täi
mida,mis,asesõna,Kuu on täi
näen,nägema,tegusõna,Kuu on täi
sinu,sina,asesõna,Kuu on täi
silmist,silm,nimisõna,Kuu on täi
-,-,lausemärk,Kuu on täi
ma,mina,asesõna,Kuu on täi
tean,teadma,tegusõna,Kuu on täi
TÄNA,täna,määrsõna,Kuu on täi
ÖÖSEKS,ööseks,määrsõna,Kuu on täi
VÕIN,võima,tegusõna,Kuu on täi
JÄÄDA,jääma,tegusõna,Kuu on täi
MIS,mis,asesõna,Kuu on täi
VÕIKS,võima,tegusõna,Kuu on täi
OLLA,olema,tegusõna,Kuu on täi
ILUSAM,Ilusam,pärisnimi,Kuu on täi
TANTSIN,tantsima,tegusõna,Kuu on täi
SINUGA,sina,asesõna,Kuu on täi
TAEVAS,taevas,nimisõna,Kuu on täi
AINULT,Ainult,pärisnimi,Kuu on täi
TÄHED,Tähe|Tähed|Täht,pärisnimi,Kuu on täi
JALGE,jalg,nimisõna,Kuu on täi
ALL,all,kaassõna,Kuu on täi
kõik,kõik,asesõna,Kuu on täi
on,olema,tegusõna,Kuu on täi
kaugele,kaugele,määrsõna,Kuu on täi
jäänud,jääma|jäänud,,Kuu on täi
kadund,kadund,nimisõna,Kuu on täi
aeg,aeg,nimisõna,Kuu on täi
kadund,kadund,nimisõna,Kuu on täi
ruum,ruum,nimisõna,Kuu on täi
shangri-la,shangri-la,lühend,Kuu on täi
",",",",lausemärk,Kuu on täi
sinuga,sina,asesõna,Kuu on täi
ei,ei,tegusõna,Kuu on täi
vaja,vajama,tegusõna,Kuu on täi
midagi,miski,asesõna,Kuu on täi
muud,muu,asesõna,Kuu on täi
linnuteed,linnutee,nimisõna,Kuu on täi
mööda,mööda,määrsõna,Kuu on täi
hulgume,hulkuma,tegusõna,Kuu on täi
ringi,ringi,määrsõna,Kuu on täi
ja,ja,sidesõna,Kuu on täi
see,see,asesõna,Kuu on täi
kõik,kõik,asesõna,Kuu on täi
mida,mis,asesõna,Kuu on täi
loen,lugema,tegusõna,Kuu on täi
sinu,sina,asesõna,Kuu on täi
silmist,silm,nimisõna,Kuu on täi
-,-,lausemärk,Kuu on täi
ma,mina,asesõna,Kuu on täi
tean,teadma,tegusõna,Kuu on täi
see,see,asesõna,Kuu on täi
mida,mis,asesõna,Kuu on täi
sa,sina,asesõna,Kuu on täi
saad,saama,tegusõna,Kuu on täi
-,-,lausemärk,Kuu on täi
olgu,olema,tegusõna,Kuu on täi
muusika,muusika,nimisõna,Kuu on täi
see,see,asesõna,Kuu on täi
mida,mis,asesõna,Kuu on täi
ma,mina,asesõna,Kuu on täi
teen,tegema,tegusõna,Kuu on täi
-,-,lausemärk,Kuu on täi
olgu,olema,tegusõna,Kuu on täi
küünla,küünal,nimisõna,Kuu on täi
leek,leek,nimisõna,Kuu on täi
mida,mis,asesõna,Kuu on täi
juua,jooma,tegusõna,Kuu on täi
on,olema,tegusõna,Kuu on täi
meil,mina,asesõna,Kuu on täi
-,-,lausemärk,Kuu on täi
see,see,asesõna,Kuu on täi
olgu,olema,tegusõna,Kuu on täi
me,mina,asesõna,Kuu on täi
vein,vein,nimisõna,Kuu on täi
ja,ja,sidesõna,Kuu on täi
kõik,kõik,asesõna,Kuu on täi
mis,mis,asesõna,Kuu on täi
on,olema,tegusõna,Kuu on täi
hea,hea,omadussõna algvõrre,Kuu on täi
-,-,lausemärk,Kuu on täi
see,see,asesõna,Kuu on täi
tulema,tulema,tegusõna,Kuu on täi
peab,pidama,tegusõna,Kuu on täi
Kozy,Kozy,pärisnimi,"Kozy: 
S"
:,:,lausemärk,"Kozy: 
S"
Siin,siin,määrsõna,"Kozy: 
S"
on,olema,tegusõna,"Kozy: 
S"
minu,mina,asesõna,"Kozy: 
S"
avakõne,avakõne,nimisõna,"Kozy: 
S"
eesti,eesti,käändumatu omadussõna,"Kozy: 
S"
popmuusikale,popmuusika,nimisõna,"Kozy: 
S"
nekroloog,nekroloog,nimisõna,"Kozy: 
S"
surnult,surnult,määrsõna,"Kozy: 
S"
sündinud,sündima|sündinud,,"Kozy: 
S"
elavale,elav,nimisõna,"Kozy: 
S"
salvav,salvav,omadussõna algvõrre,"Kozy: 
S"
sõna,sõna,nimisõna,"Kozy: 
S"
",",",",lausemärk,"Kozy: 
S"
hape,hape,nimisõna,"Kozy: 
S"
mitte,mitte,määrsõna,"Kozy: 
S"
leelis,leelis,nimisõna,"Kozy: 
S"
tõug,tõug,nimisõna,"Kozy: 
S"
on,olema,tegusõna,"Kozy: 
S"
kohalik,kohalik,omadussõna algvõrre,"Kozy: 
S"
poppar,poppar,nimisõna,"Kozy: 
S"
ehk,ehk,sidesõna,"Kozy: 
S"
kõrvadega,kõrv,nimisõna,"Kozy: 
S"
peenis,peenis,nimisõna,"Kozy: 
S"
.,.,lausemärk,"Kozy: 
S"
sõnad,sõna,nimisõna,"Kozy: 
S"
on,olema,tegusõna,"Kozy: 
S"
kurjad,kuri,omadussõna algvõrre,"Kozy: 
S"
-,-,lausemärk,"Kozy: 
S"
tean,teadma,tegusõna,"Kozy: 
S"
mida,mis,asesõna,"Kozy: 
S"
teen,tegema,tegusõna,"Kozy: 
S"
keela,keelama,tegusõna,"Kozy: 
S"
",",",",lausemärk,"Kozy: 
S"
meela,meelas,omadussõna algvõrre,"Kozy: 
S"
",",",",lausemärk,"Kozy: 
S"
veena,veenma,tegusõna,"Kozy: 
S"
ja,ja,sidesõna,"Kozy: 
S"
proovi,proovima,tegusõna,"Kozy: 
S"
veel,veel,määrsõna,"Kozy: 
S"
ja,ja,sidesõna,"Kozy: 
S"
veel,veel,määrsõna,"Kozy: 
S"
fakti,fakt,nimisõna,"Kozy: 
S"
sa,sina,asesõna,"Kozy: 
S"
ei,ei,tegusõna,"Kozy: 
S"
muuda,muutma,tegusõna,"Kozy: 
S"
",",",",lausemärk,"Kozy: 
S"
siinne,siinne,omadussõna algvõrre,"Kozy: 
S"
vaimne,vaimne,omadussõna algvõrre,"Kozy: 
S"
ajutrust,ajutrust,nimisõna,"Kozy: 
S"
korraliku,korralik,omadussõna algvõrre,"Kozy: 
S"
teose,teos,nimisõna,"Kozy: 
S"
asemel,asemel,kaassõna,"Kozy: 
S"
toodab,tootma,tegusõna,"Kozy: 
S"
kust,kust,määrsõna,"Kozy: 
S"
eesti,eesti,käändumatu omadussõna,"Kozy: 
S"
muusika,muusika,nimisõna,"Kozy: 
S"
ja,ja,sidesõna,"Kozy: 
S"
sõnastuse,sõnastus,nimisõna,"Kozy: 
S"
põhialus,põhialus,nimisõna,"Kozy: 
S"
väldi,vältima,tegusõna,"Kozy: 
S"
isiklikku,isiklik,omadussõna algvõrre,"Kozy: 
S"
mõtet,mõte,nimisõna,"Kozy: 
S"
",",",",lausemärk,"Kozy: 
S"
mõttetegevus,mõttetegevus,nimisõna,"Kozy: 
S"
on,olema,tegusõna,"Kozy: 
S"
valus,valus,omadussõna algvõrre,"Kozy: 
S"
vorbid,vorp,nimisõna,"Kozy: 
S"
junni,junn,nimisõna,"Kozy: 
S"
pealt,pealt,kaassõna,"Kozy: 
S"
junni,junn,nimisõna,"Kozy: 
S"
",",",",lausemärk,"Kozy: 
S"
kokku,kokku,määrsõna,"Kozy: 
S"
tuleb,tulema,tegusõna,"Kozy: 
S"
